,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,-1.0,-2.0,-1.0,-1.0,3.0,-7.0,0.0,-2.0,1650849630128469.0,0
1,0.0,-1.0,-2.0,-1.0,-5.0,-8.0,-1.0,-2.0,1650849630128469.0,0
2,-1.0,-2.0,-3.0,-4.0,-8.0,-22.0,-8.0,-2.0,1650849630141426.0,0
3,1.0,2.0,2.0,0.0,1.0,21.0,4.0,0.0,1650849630141426.0,0
4,1.0,1.0,1.0,1.0,2.0,7.0,4.0,3.0,1650849630149438.0,0
5,2.0,-1.0,-1.0,-1.0,10.0,2.0,0.0,-1.0,1650849630149438.0,0
6,-2.0,-1.0,0.0,0.0,-3.0,1.0,0.0,-1.0,1650849630164364.0,0
7,-3.0,-1.0,-2.0,-3.0,-7.0,-18.0,-6.0,-3.0,1650849630164364.0,0
8,-2.0,0.0,-1.0,-2.0,-10.0,-4.0,-1.0,-1.0,1650849630165362.0,0
9,-1.0,-1.0,-1.0,0.0,8.0,16.0,2.0,0.0,1650849630165362.0,0
10,2.0,-1.0,-1.0,-4.0,-8.0,-8.0,-1.0,-1.0,1650849630188321.0,0
11,-1.0,-2.0,-2.0,1.0,1.0,2.0,-1.0,0.0,1650849630188321.0,0
12,-2.0,-1.0,0.0,0.0,4.0,4.0,0.0,1.0,1650849630188321.0,0
13,1.0,0.0,0.0,0.0,0.0,-6.0,-2.0,1.0,1650849630188321.0,0
14,-2.0,-1.0,-1.0,0.0,-3.0,-1.0,-1.0,-2.0,1650849630201305.0,0
15,0.0,-1.0,-1.0,1.0,-1.0,14.0,0.0,-1.0,1650849630201305.0,0
16,-1.0,-4.0,-1.0,-2.0,-8.0,-8.0,-3.0,-1.0,1650849630209273.0,0
17,-1.0,-1.0,-2.0,1.0,4.0,-4.0,-2.0,-2.0,1650849630209273.0,0
18,-2.0,-1.0,-1.0,-2.0,-1.0,6.0,1.0,1.0,1650849630224238.0,0
19,-1.0,-1.0,0.0,-1.0,-4.0,-17.0,-6.0,-2.0,1650849630224238.0,0
20,1.0,0.0,-2.0,-1.0,-4.0,-7.0,-2.0,-2.0,1650849630225202.0,0
21,-1.0,0.0,1.0,4.0,6.0,22.0,5.0,1.0,1650849630225202.0,0
22,0.0,-1.0,-1.0,-3.0,-6.0,-2.0,0.0,0.0,1650849630248142.0,0
23,0.0,-2.0,-1.0,-2.0,2.0,-13.0,-1.0,-1.0,1650849630248142.0,0
24,-2.0,0.0,0.0,-2.0,4.0,11.0,-2.0,0.0,1650849630249152.0,0
25,-1.0,0.0,-1.0,-3.0,-6.0,-12.0,0.0,-2.0,1650849630249152.0,0
26,2.0,1.0,3.0,7.0,7.0,6.0,4.0,1.0,1650849630261140.0,0
27,-2.0,-1.0,-1.0,-1.0,6.0,7.0,-1.0,1.0,1650849630261140.0,0
