,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,timestamp,signal
0,-2.0,-1.0,-1.0,-2.0,-2.0,-5.0,-2.0,-1.0,1650849543771407.0,0
1,0.0,0.0,0.0,0.0,-2.0,5.0,0.0,0.0,1650849543771407.0,0
2,-2.0,-1.0,0.0,-1.0,1.0,-21.0,-6.0,-2.0,1650849543779411.0,0
3,1.0,1.0,-1.0,1.0,2.0,33.0,9.0,1.0,1650849543779411.0,0
4,0.0,0.0,0.0,0.0,1.0,-16.0,-1.0,0.0,1650849543795342.0,0
5,1.0,0.0,-2.0,3.0,9.0,16.0,3.0,0.0,1650849543795342.0,0
6,1.0,-1.0,1.0,-2.0,-3.0,-6.0,0.0,-1.0,1650849543795342.0,0
7,-1.0,-1.0,0.0,-2.0,-12.0,-9.0,-2.0,0.0,1650849543795342.0,0
8,2.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,1650849543817309.0,0
9,-2.0,-1.0,-2.0,-2.0,-7.0,-11.0,-2.0,-2.0,1650849543817309.0,0
10,0.0,-1.0,-2.0,-2.0,6.0,2.0,-3.0,0.0,1650849543818280.0,0
11,0.0,0.0,0.0,0.0,-8.0,2.0,1.0,0.0,1650849543818280.0,0
12,1.0,1.0,-1.0,1.0,-6.0,-1.0,1.0,0.0,1650849543831272.0,0
13,-1.0,-1.0,1.0,5.0,8.0,1.0,1.0,0.0,1650849543831272.0,0
14,1.0,-1.0,-1.0,0.0,11.0,15.0,2.0,1.0,1650849543840286.0,0
15,-3.0,0.0,-1.0,-3.0,1.0,-13.0,-3.0,-1.0,1650849543840286.0,0
16,-1.0,-1.0,-2.0,0.0,-5.0,-8.0,-2.0,0.0,1650849543854584.0,0
17,-1.0,-2.0,-2.0,-3.0,-11.0,-3.0,-3.0,-2.0,1650849543854584.0,0
18,-1.0,0.0,2.0,0.0,2.0,-1.0,-2.0,-1.0,1650849543855696.0,0
19,-1.0,-1.0,1.0,1.0,-7.0,20.0,8.0,3.0,1650849543855696.0,0
20,-1.0,0.0,-1.0,1.0,17.0,9.0,2.0,0.0,1650849543877667.0,0
21,-1.0,-1.0,-2.0,-2.0,-5.0,-5.0,-1.0,0.0,1650849543877667.0,0
22,-3.0,0.0,-1.0,1.0,4.0,-9.0,-2.0,-1.0,1650849543877667.0,0
23,-1.0,-1.0,-2.0,-2.0,0.0,-9.0,-6.0,-1.0,1650849543877667.0,0
24,-1.0,-2.0,-2.0,-4.0,-11.0,-1.0,-3.0,1.0,1650849543891263.0,0
25,1.0,0.0,-1.0,-1.0,-8.0,-5.0,0.0,-1.0,1650849543891263.0,0
26,0.0,1.0,0.0,1.0,-5.0,11.0,5.0,-1.0,1650849543900241.0,0
27,0.0,0.0,1.0,1.0,4.0,-11.0,0.0,2.0,1650849543900241.0,0
28,0.0,0.0,1.0,2.0,10.0,14.0,1.0,1.0,1650849543915216.0,0
29,-2.0,-2.0,0.0,-1.0,-1.0,-9.0,-4.0,-1.0,1650849543915216.0,0
30,-1.0,-3.0,-3.0,-3.0,-9.0,-3.0,-1.0,-1.0,1650849543915216.0,0
31,0.0,-1.0,-2.0,-2.0,-8.0,-14.0,-5.0,-2.0,1650849543915216.0,0
32,-2.0,-1.0,-2.0,-1.0,0.0,5.0,0.0,-1.0,1650849543937198.0,0
